trip_id,route,vehicle_type,departure_hour,distance_km,passengers,fare_amount,delay_minutes,day_of_week,is_holiday,weather_condition,revenue,operational_cost,on_time_pct,passenger_satisfaction
T000757,Route_13,Train,5,15.4,38,3.45,12.9,Mon,0,Rain,112.9,41.33,0.834,3.7
T000758,Route_15,Subway,22,35.0,33,2.34,7.9,Sun,0,Clear,68.06,88.49,0.911,3.9
T000759,Route_6,Bus,2,26.2,16,8.48,5.0,Tue,0,Rain,160.49,62.7,0.738,4.4
T000760,Route_13,Subway,12,15.4,31,3.86,9.8,Sat,1,Rain,106.4,22.61,0.871,3.9
T000761,Route_9,Bus,21,23.0,28,4.0,8.8,Sun,0,Rain,112.69,44.91,0.736,3.2
T000762,Route_20,Ferry,3,19.5,29,12.45,1.2,Sat,0,Clear,302.95,62.09,0.926,2.9
T000763,Route_10,Tram,22,43.9,35,2.81,7.5,Thu,1,Fog,98.63,120.36,0.961,1.7
T000764,Route_2,Tram,17,1.9,28,2.8,2.9,Wed,0,Clear,83.71,24.79,0.805,3.1
T000765,Route_2,Bus,10,35.4,20,8.86,3.1,Tue,0,Clear,190.68,113.09,1.0,4.0
T000766,Route_4,Subway,10,33.3,22,3.8,11.1,Thu,0,Clear,99.19,90.51,0.94,4.4
T000767,Route_2,Tram,3,30.4,25,4.04,9.9,Tue,0,Clear,108.0,62.71,0.873,3.3
T000768,Route_15,Bus,2,8.8,29,1.9,2.9,Mon,0,Clear,51.69,26.19,0.822,3.0
T000769,Route_8,Train,6,38.7,32,2.56,4.8,Wed,1,Rain,67.99,95.88,0.963,3.6
T000770,Route_11,Tram,21,33.1,22,5.75,3.4,Thu,0,Rain,122.15,77.3,0.807,2.8
T000771,Route_5,Tram,22,25.5,33,4.54,5.7,Sat,0,Clear,127.83,73.85,0.888,3.9
T000772,Route_20,Ferry,17,40.9,32,3.64,3.3,Fri,0,Clear,113.31,109.29,0.712,3.8
T000773,Route_17,Subway,6,22.9,28,11.83,3.1,Sat,0,Clear,357.05,43.82,0.915,3.1
T000774,Route_17,Tram,2,35.5,27,10.25,6.5,Tue,0,Snow,241.83,89.39,0.837,4.4
T000775,Route_6,Tram,21,7.1,34,12.54,9.5,Wed,0,Clear,504.35,27.93,0.775,4.1
T000776,Route_1,Bus,4,27.2,30,3.5,0.0,Mon,0,Fog,97.59,64.92,0.855,4.1
T000777,Route_9,Train,17,21.5,23,7.77,4.2,Sat,0,Rain,165.22,45.62,0.872,4.2
T000778,Route_17,Subway,17,38.6,26,6.83,0.7,Tue,0,Clear,161.96,99.11,0.783,4.2
T000779,Route_7,Subway,18,33.5,26,10.42,5.6,Thu,0,Clear,293.93,90.5,0.774,2.4
T000780,Route_5,Ferry,14,16.9,33,2.87,10.0,Mon,0,Clear,90.66,55.44,0.985,3.4
T000781,Route_18,Bus,6,18.7,33,14.78,2.1,Wed,0,Rain,475.99,28.79,0.672,2.9
T000782,Route_5,Ferry,8,26.5,38,9.94,0.5,Sat,0,Clear,377.9,69.83,0.87,3.2
T000783,Route_4,Bus,13,4.1,29,13.47,1.8,Tue,1,Clear,356.08,17.87,0.833,3.6
T000784,Route_14,Ferry,15,9.9,24,7.14,0.8,Thu,0,Fog,151.23,24.27,0.595,3.9
T000785,Route_12,Train,15,43.0,20,14.77,5.1,Sat,0,Clear,292.22,125.31,0.798,4.0
T000786,Route_12,Subway,22,3.8,17,12.86,14.3,Fri,0,Rain,221.41,19.21,0.945,3.0
T000787,Route_13,Train,12,24.2,29,3.75,8.3,Tue,1,Rain,101.28,58.67,0.906,4.1
